id,class,domain,seq,owning_doc,statement,priority,verification,status,supersedes,superseded_by,extraction_source
PRD-API-018,PRD,API,018,DOC-05,"Deprecation MUST be announced via Deprecation and Sunset headers on every affected response, with a minimum 12-month window after announcement, and usage of deprecated operations MUST be reportable per client.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-API-019,PRD,API,019,DOC-05,"Every operation MUST be assigned an annotation class, and a new operation MUST NOT be introduced without one.",MUST_HAVE,DOCUMENT_INSPECTION|CODE_REVIEW,Active,,,compact_table
PRD-API-020,PRD,API,020,DOC-05,Requests MUST reject unknown fields rather than ignoring them.,MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-API-021,PRD,API,021,DOC-05,Response latency for a denial MUST be indistinguishable from a denial for a non-existent object.,MUST_HAVE,AUTOMATED_TEST|PENETRATION_TEST,Active,,,compact_table
PRD-API-022,PRD,API,022,DOC-05,"Collections MUST use keyset pagination, and the sort key MUST include a unique tiebreaker so ordering is total.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-API-023,PRD,API,023,DOC-05,Total counts MUST be computed after scope filtering and MUST be opt-in.,MUST_HAVE,AUTOMATED_TEST|PENETRATION_TEST,Active,,,compact_table
PRD-API-024,PRD,API,024,DOC-05,"Sortable fields MUST be restricted to those backed by an index, and an unsupported sort MUST be rejected rather than served by a scan.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-API-025,PRD,API,025,DOC-05,A filter expression language MUST NOT be exposed. Filtering MUST be by typed parameters.,MUST_HAVE,ARCHITECTURE_REVIEW,Active,,,compact_table
PRD-API-026,PRD,API,026,DOC-05,"Async result references MUST be authenticated, short-lived, single-tenant, and bound to the requesting principal's scope at generation.",MUST_HAVE,AUTOMATED_TEST|PENETRATION_TEST,Active,,,compact_table
PRD-API-027,PRD,API,027,DOC-05,"Job status MUST be readable only by the initiating principal or a principal with an administrative job permission, and MUST NOT disclose scope beyond the requester's.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-API-028,PRD,API,028,DOC-05,"Bulk operations MUST evaluate permission per item, MUST emit an audit event per item, and MUST report per-item outcome. A bulk operation MUST NOT succeed on an item the principal could not act on individually.",MUST_HAVE,AUTOMATED_TEST|PENETRATION_TEST,Active,,,compact_table
PRD-API-029,PRD,API,029,DOC-05,Bulk operations MUST be partial-success and MUST NOT roll back succeeded items on later failures.,MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-API-030,PRD,API,030,DOC-05,The SENSITIVE class MUST be limited an order of magnitude below READ.,MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-API-031,PRD,API,031,DOC-05,"Limits MUST be set such that the documented reference integration pattern operates without throttling, and INGEST throttling MUST be surfaced in connector health.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-API-032,PRD,API,032,DOC-05,"Graph traversal operations MUST filter per node reached, MUST terminate out-of-scope branches without indicating truncation, and MUST enforce a depth and breadth bound independent of the caller's scope.",MUST_HAVE,AUTOMATED_TEST|PENETRATION_TEST,Active,,,compact_table
PRD-API-033,PRD,API,033,DOC-05,Credential fields MUST accept a vault reference only. A request body containing a value in a credential field MUST be rejected with VALIDATION_FAILED and the value MUST NOT be logged.,MUST_HAVE,AUTOMATED_TEST|CODE_REVIEW,Active,,,compact_table
PRD-API-034,PRD,API,034,DOC-05,"Attachment content MUST be served only via short-lived signed references from an origin distinct from the API, with non-inline disposition, and MUST NOT be returned in an API response body.",MUST_HAVE,AUTOMATED_TEST|PENETRATION_TEST,Active,,,compact_table
PRD-API-035,PRD,API,035,DOC-05,"API collection parsing MUST disable external reference resolution and MUST enforce depth, size, and element limits.",MUST_HAVE,AUTOMATED_TEST|PENETRATION_TEST,Active,,,compact_table
PRD-API-036,PRD,API,036,DOC-05,Finding responses MUST include the freshness of enrichment data and the coverage qualifier of any score.,MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-API-037,PRD,API,037,DOC-05,"Secret values MUST be returned partially masked by default, and full reveal MUST be a distinct operation with step-up and per-object audit.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-API-038,PRD,API,038,DOC-05,"SBOM submission MUST return the quality score and every warning in the response body, and MUST NOT report them only server-side.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-API-039,PRD,API,039,DOC-05,Submission MUST NOT reject a request because the named artifact is unknown; it MUST create the asset unclaimed and report that it did.,MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-API-040,PRD,API,040,DOC-05,"Mention autocomplete MUST be scope-filtered, and MUST NOT confirm the existence of a principal outside the caller's scope.",MUST_HAVE,AUTOMATED_TEST|PENETRATION_TEST,Active,,,compact_table
PRD-API-041,PRD,API,041,DOC-05,"Search MUST apply the scope predicate before ranking, and total-hit counts MUST be post-filter.",MUST_HAVE,AUTOMATED_TEST|PENETRATION_TEST,Active,,,compact_table
PRD-API-042,PRD,API,042,DOC-05,A shared saved view MUST be evaluated against the viewing principal's scope. The stored definition MUST NOT include a scope.,MUST_HAVE,AUTOMATED_TEST|PENETRATION_TEST,Active,,,compact_table
PRD-API-043,PRD,API,043,DOC-05,No comment deletion operation MUST exist at any permission level. Removal MUST be redaction leaving a visible record.,MUST_HAVE,AUTOMATED_TEST|CODE_REVIEW,Active,,,compact_table
PRD-API-044,PRD,API,044,DOC-05,Dashboard responses MUST NOT accept a scope root parameter. The root MUST be derived from the caller's authorization context.,MUST_HAVE,AUTOMATED_TEST|PENETRATION_TEST,Active,,,compact_table
PRD-API-045,PRD,API,045,DOC-05,Drill-through MUST perform full object-level authorization on the records returned and MUST NOT rely on the composition permission.,MUST_HAVE,AUTOMATED_TEST|PENETRATION_TEST,Active,,,compact_table
PRD-API-046,PRD,API,046,DOC-05,"Every export response MUST state the scope applied and the record count, and both MUST appear in the audit event.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-API-047,PRD,API,047,DOC-05,"No AI operation MUST create or modify a domain object. Promotion MUST execute the change through the same operation a human would use, with the same authorization.",MUST_HAVE,AUTOMATED_TEST|CODE_REVIEW,Active,,,compact_table
PRD-API-048,PRD,API,048,DOC-05,"AI responses MUST include model provenance and citations, and generated content MUST be labelled as such in every representation including exports.",MUST_HAVE,AUTOMATED_TEST|DOCUMENT_INSPECTION,Active,,,compact_table
PRD-API-049,PRD,API,049,DOC-05,"Audit read MUST require a permission not implied by any administrative permission, and audit queries MUST be scope-filtered.",MUST_HAVE,AUTOMATED_TEST|PENETRATION_TEST,Active,,,compact_table
PRD-API-050,PRD,API,050,DOC-05,"Erasure MUST require dual control expressed as two distinct authenticated approvals, and MUST be rejected where a legal hold applies.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-API-051,PRD,API,051,DOC-05,"Unauthenticated endpoints MUST NOT disclose tenant existence, tenant count, build detail, or dependency versions.",MUST_HAVE,AUTOMATED_TEST|PENETRATION_TEST,Active,,,compact_table
PRD-API-052,PRD,API,052,DOC-05,"Webhook payloads MUST be signed with a per-subscription secret, and MUST include an identifier and timestamp within the signed material.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-API-053,PRD,API,053,DOC-05,Webhook payloads MUST be restricted to the subscription's configured scope and MUST NOT include RESTRICTED data.,MUST_HAVE,AUTOMATED_TEST|PENETRATION_TEST,Active,,,compact_table
PRD-API-054,PRD,API,054,DOC-05,Webhook destinations MUST be validated against an allowlist policy and MUST NOT resolve to internal addresses.,MUST_HAVE,AUTOMATED_TEST|PENETRATION_TEST,Active,,,compact_table
PRD-ASM-001,PRD,ASM,001,DOC-01,"The platform MUST represent all structured security evaluations as a single Assessment aggregate distinguished by assessment_type, with types defined in a registry declaring payload schema, workflow, and applicable checklists.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-ASM-002,PRD,ASM,002,DOC-01,"The platform MUST support at minimum the assessment types: architecture review, threat model, penetration test, vendor security assessment, and generic security assessment.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-ASM-003,PRD,ASM,003,DOC-01,"Each Assessment MUST be scoped to one or more assets, and its findings MUST inherit organizational scope from the affected asset's owner rather than from the assessment's creator.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-ASM-004,PRD,ASM,004,DOC-01,"The platform MUST support checklist definitions, versioned, with items grouped by domain, and MUST record per-item outcome and evidence during an assessment.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-ASM-005,PRD,ASM,005,DOC-01,"The platform MUST automatically select applicable checklists from the assessment type and the target asset's characteristics, permitting manual adjustment with a recorded reason.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-ASM-006,PRD,ASM,006,DOC-01,"The platform MUST record assessment coverage — items assessed, not applicable with reason, and not assessed — and MUST expose incomplete coverage on the assessment record and in reporting.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-ASM-007,PRD,ASM,007,DOC-01,"Assessments MUST support structured evidence attachment per finding and per checklist item, with the evidence handling controls of PRD-ASM-012.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-ASM-008,PRD,ASM,008,DOC-01,"Threat model assessments MUST support recording of assets, trust boundaries, data flows, identified threats, and mitigations, with threats linkable to findings and to accepted risks.",SHOULD_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-ASM-009,PRD,ASM,009,DOC-01,"Architecture review assessments MUST support a decision outcome with conditions, where conditions are tracked to closure independently of the review's completion.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-ASM-010,PRD,ASM,010,DOC-01,The platform MUST support configurable assessment gates that require a specified assessment outcome before a milestone may be recorded as passed.,SHOULD_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-ASM-011,PRD,ASM,011,DOC-01,"The platform MUST support intake classification that determines, from declared system characteristics, which specialist review tracks are required for an assessment.",SHOULD_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-ASM-012,PRD,ASM,012,DOC-01,"Assessment evidence MUST be treated as potentially malicious content. The platform MUST validate declared type against content signature, scan for malware before the artifact becomes retrievable, store evidence in an isolated location distinct from application-served content, serve it only via short-lived signed references with non-inline disposition and content-type enforcement, regenerate filenames server-side, and encrypt evidence at rest with per-tenant keys.",MUST_HAVE,PENETRATION_TEST|AUTOMATED_TEST,Active,,,expanded
PRD-ASM-013,PRD,ASM,013,DOC-01,"The platform MUST support assessment templates that pre-populate scope, checklist selection, and payload structure.",SHOULD_HAVE,DEMONSTRATION,Active,,,compact_table
PRD-ASM-014,PRD,ASM,014,DOC-01,"Assessments MUST record actual effort derived from state duration, without requiring manual time entry.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-ASM-015,PRD,ASM,015,DOC-01,"The platform MUST allow a periodic assessment to be planned as a dated window against an application or a project, without requiring the information an assessment request requires.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-ASM-016,PRD,ASM,016,DOC-01,"A planned window MUST be distinguishable from an assessment request at every point it is displayed or counted, and MUST NOT contribute to any figure describing work in progress.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-ASM-017,PRD,ASM,017,DOC-01,"The platform MUST support more than one planned window per target per year, and MUST retain a cancelled window rather than deleting it.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-ASM-018,PRD,ASM,018,DOC-01,"Converting a planned window into an assessment request MUST be an explicit human action, and the resulting request MUST remain joined to the window it discharged.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AST-001,PRD,AST,001,DOC-01,"The platform MUST represent all technical inventory as a single Asset aggregate distinguished by asset_type, with types defined in a registry declaring each type's attribute schema.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AST-002,PRD,AST,002,DOC-01,"The platform MUST support at minimum the asset types: application, repository, service, API, domain, build artifact, and software component.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AST-003,PRD,AST,003,DOC-01,Each Asset MUST be owned by exactly one OrgNode.,MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AST-004,PRD,AST,004,DOC-01,"The platform MUST represent typed relationships between assets, at minimum: repository *builds* artifact; artifact *deploys as* service; service *exposes* API; API *published on* domain; artifact *described by* SBOM; SBOM *contains* component.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AST-005,PRD,AST,005,DOC-01,Asset relationships MUST support many-to-many cardinality in both directions.,MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AST-006,PRD,AST,006,DOC-01,"Each Asset MUST have a stable identity independent of its display name, and the platform MUST define per-type identity resolution rules for matching assets reported by different sources.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AST-007,PRD,AST,007,DOC-01,The platform MUST record the discovery source and discovery timestamp for every asset and for every asset relationship.,MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AST-008,PRD,AST,008,DOC-01,"The platform MUST support asset lifecycle states of at least DISCOVERED, ACTIVE, DEPRECATED, and RETIRED, and MUST exclude retired assets from posture metrics while retaining their history.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AST-009,PRD,AST,009,DOC-01,"Each Asset MUST carry an exposure classification, and for network-reachable types the classification MUST be verifiable against observed evidence where available.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AST-010,PRD,AST,010,DOC-01,"Assets MUST inherit business criticality from their owning OrgNode, overridable per asset with recorded justification.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AST-011,PRD,AST,011,DOC-01,"The platform MUST maintain a queue of assets with no resolved owner, MUST support a claim workflow by which an OrgNode owner accepts ownership, and MUST escalate unclaimed assets according to a configurable policy.",MUST_HAVE,AUTOMATED_TEST|DEMONSTRATION,Active,,,expanded
PRD-AST-012,PRD,AST,012,DOC-01,"The platform MUST support asset merge, moving all findings, relationships, and history to the surviving asset, as an audited and reversible operation.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AST-013,PRD,AST,013,DOC-01,"The platform MUST record external identifiers for assets from integrated systems, permitting multiple identifiers per asset.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AST-014,PRD,AST,014,DOC-01,"The platform MUST support tenant-defined custom attributes per asset type, with typed values, validation, and searchability.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AST-015,PRD,AST,015,DOC-01,"The platform MUST support tenant-defined tags on assets, participating in filtering, scope predicates, and reporting.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AST-016,PRD,AST,016,DOC-01,Assets MUST support attachment of a technical contact distinct from the OrgNode owner.,SHOULD_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AST-017,PRD,AST,017,DOC-01,The platform MUST surface assets whose declared exposure conflicts with observed evidence as a distinct exception queue.,SHOULD_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AST-018,PRD,AST,018,DOC-01,"Asset and relationship changes MUST be audit-logged, and the platform MUST retain a queryable history of criticality, exposure, and ownership over time.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AUD-001,PRD,AUD,001,DOC-01,"The platform MUST maintain a catalogue of auditable actions covering at minimum: authentication, authorization decisions that deny, all domain object state changes, access to restricted data, configuration changes, export operations, AI invocations, and administrative operations.",MUST_HAVE,DOCUMENT_INSPECTION,Active,,,compact_table
PRD-AUD-002,PRD,AUD,002,DOC-01,"Audit events MUST be append-only. The platform MUST NOT expose any mechanism to modify or delete an audit event through the application, the API, or administrative tooling. Integrity MUST be cryptographically verifiable such that removal or alteration of any event is detectable, and the platform MUST support integrity verification on demand.",MUST_HAVE,AUTOMATED_TEST|PENETRATION_TEST,Active,,,expanded
PRD-AUD-003,PRD,AUD,003,DOC-01,"Every access to RESTRICTED data MUST be individually recorded with the accessing principal, the specific object, the stated purpose where the interface requires one, and the timestamp. This applies at minimum to credential reveal, secret value reveal, evidence retrieval, personal workload data access, and any operation performed under a break-glass grant.",MUST_HAVE,AUTOMATED_TEST,Active,,,expanded
PRD-AUD-004,PRD,AUD,004,DOC-01,"Every audit event MUST record the organizational scope in effect at the time of the event, independently of the current hierarchy.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AUD-005,PRD,AUD,005,DOC-01,"Audit events MUST distinguish actor type between human principal, service principal, automation rule, and platform process, and MUST record the initiating principal where an action was performed on behalf of another.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AUD-006,PRD,AUD,006,DOC-01,"The platform MUST support audit search and export by principal, object, scope, action type, and time range, with performance suitable for interactive investigation.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AUD-007,PRD,AUD,007,DOC-01,"Access to the audit trail MUST be separately permissioned, MUST NOT be implied by administrative permission, and MUST itself be audited.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AUD-008,PRD,AUD,008,DOC-01,"The platform MUST support export of audit events to an external system in a documented format, with delivery reliability appropriate to evidential use.",SHOULD_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AUD-009,PRD,AUD,009,DOC-01,"The platform MUST satisfy data subject erasure obligations without compromising audit integrity. Audit events MUST separate immutable event metadata from erasable payload content, such that payload removal is possible while integrity verification over the event sequence remains valid and the fact of erasure is itself recorded.",MUST_HAVE,AUTOMATED_TEST|DOCUMENT_INSPECTION,Active,,,expanded
PRD-AUD-010,PRD,AUD,010,DOC-01,"The platform MUST support configurable audit retention with a product-defined minimum, and MUST support legal hold that suspends retention expiry for a defined scope.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AUZ-001,PRD,AUZ,001,DOC-01,"The platform MUST define a product-fixed catalogue enumerating every distinct permitted action. Roles MUST be composed from the catalogue by tenants, with tenant-defined names and membership. Application code MUST evaluate permissions and MUST NOT branch on role names, role counts, or organizational position.",MUST_HAVE,AUTOMATED_TEST|CODE_REVIEW,Active,,,expanded
PRD-AUZ-002,PRD,AUZ,002,DOC-01,"Authorization MUST combine permission with a scope predicate, and every access MUST be evaluated against both.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AUZ-003,PRD,AUZ,003,DOC-01,"The platform MUST support the scope patterns of §7.1, including subtree inheritance, explicit node sets, explicit object grants, and self-scope.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AUZ-004,PRD,AUZ,004,DOC-01,"Sensitive data categories MUST be gated by specific permissions rather than inferred from role seniority, organizational position, or administrative capability.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AUZ-005,PRD,AUZ,005,DOC-01,"Workflow transitions, automation rules, and approval actions MUST be permission-gated, and MUST NOT be able to effect a change the acting principal could not perform directly.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AUZ-006,PRD,AUZ,006,DOC-01,Authorization MUST be deny-by-default at every enforcement point.,MUST_HAVE,AUTOMATED_TEST|CODE_REVIEW,Active,,,compact_table
PRD-AUZ-007,PRD,AUZ,007,DOC-01,"Object-level authorization MUST be enforced on every read and write, independently of any client-supplied identifier, and MUST NOT rely on identifier unpredictability or on server-side filtering of selection interfaces.",MUST_HAVE,AUTOMATED_TEST|PENETRATION_TEST,Active,,,compact_table
PRD-AUZ-008,PRD,AUZ,008,DOC-01,"The platform MUST support explicit, time-boxed grants of individual objects to a principal, independent of scope inheritance, with automatic expiry.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AUZ-009,PRD,AUZ,009,DOC-01,"The platform MUST support separation-of-duties constraints preventing the same principal from holding conflicting permission combinations, at minimum: requesting and approving an exception, acting and reading the audit record of action, and configuring authorization while holding operational permissions.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AUZ-010,PRD,AUZ,010,DOC-01,"The platform MUST support explicit, time-boxed, audited delegation of permissions, and MUST NOT permit delegation to exceed the delegator's own authority.",SHOULD_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AUZ-011,PRD,AUZ,011,DOC-01,Service principal scope MUST be pinned to the credential and MUST NOT be derived from a human principal's scope or asserted in a request payload.,MUST_HAVE,AUTOMATED_TEST|PENETRATION_TEST,Active,,,compact_table
PRD-AUZ-012,PRD,AUZ,012,DOC-01,"The platform MUST provide effective-permission inspection for any principal, showing the resolved permission set, scope, and the grants producing them.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AUZ-013,PRD,AUZ,013,DOC-01,"All authorization configuration changes MUST be audit-logged with before and after state, and MUST be subject to elevated permission distinct from operational permissions.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-AUZ-014,PRD,AUZ,014,DOC-01,"Authorization denials MUST NOT disclose the existence of the object denied, and error responses MUST NOT differentiate non-existence from non-authorization.",MUST_HAVE,AUTOMATED_TEST|PENETRATION_TEST,Active,,,compact_table
PRD-CAP-001,PRD,CAP,001,DOC-01,"The platform MUST produce daily workload snapshots by rollup from the state transition history, and the rollup MUST be idempotent and re-runnable over historical periods.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CAP-002,PRD,CAP,002,DOC-01,"The platform MUST model team members with a capacity ratio, and MUST compute available capacity net of non-working days, leave, and a configured non-project overhead allowance.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CAP-003,PRD,CAP,003,DOC-01,"The platform MUST support recording of member availability including leave, with optional import from an external source.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CAP-004,PRD,CAP,004,DOC-01,"The platform MUST compute allocated effort per member from work item assignment and estimated effort, and MUST surface allocation exceeding available capacity.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CAP-005,PRD,CAP,005,DOC-01,"The platform MUST compute utilization as allocated effort over available capacity, and MUST present it against a configurable target band rather than against a maximum.",MUST_HAVE,AUTOMATED_TEST|DOCUMENT_INSPECTION,Active,,,compact_table
PRD-CAP-006,PRD,CAP,006,DOC-01,The platform MUST compute effort distribution across work categories over time.,MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CAP-007,PRD,CAP,007,DOC-01,The platform MUST compute intake and completion rates per period and the resulting backlog trend.,MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CAP-008,PRD,CAP,008,DOC-01,"The platform MUST compute cycle time decomposed by workflow stage, including time in states awaiting external parties.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CAP-009,PRD,CAP,009,DOC-01,"The platform MUST attribute service level breaches to a cause classification, and MUST report breach counts by attribution.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CAP-010,PRD,CAP,010,DOC-01,"The platform MUST compute an earliest feasible start date from current backlog, capacity, and prioritization, exposed at intake.",SHOULD_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CAP-011,PRD,CAP,011,DOC-01,The platform MUST record estimated against actual effort and MUST expose estimation bias by work type.,SHOULD_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CAP-012,PRD,CAP,012,DOC-01,"The platform MUST support recording member competencies by domain and proficiency, and MUST expose single-person coverage in any domain.",SHOULD_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CAP-013,PRD,CAP,013,DOC-01,"Per-person workload, utilization, allocation, and effort data MUST be classified RESTRICTED, MUST be accessible only through explicit permission rather than by role seniority or organizational position, MUST be excluded from business owner and executive views, MUST be visible to each individual for their own data, and every access MUST be audit-logged.",MUST_HAVE,AUTOMATED_TEST|PENETRATION_TEST,Active,,,expanded
PRD-CAP-014,PRD,CAP,014,DOC-01,"The platform MUST document, in the interface where individual measures are presented, that they are intended for capacity planning and not for performance evaluation or ranking.",MUST_HAVE,DOCUMENT_INSPECTION,Active,,,compact_table
PRD-CAP-015,PRD,CAP,015,DOC-01,"The platform MUST expose blocked work with the blocking party, duration, and last escalation, as an actionable queue.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CON-001,PRD,CON,001,DOC-01,"The platform MUST implement integrations as connectors conforming to a declared contract, each specifying its capabilities, required credentials, configuration schema, and health semantics.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CON-002,PRD,CON,002,DOC-01,"Connector credentials MUST be stored in a secrets vault, MUST never be retrievable in plaintext through the interface or API after entry, and MUST support rotation without connector reconfiguration.",MUST_HAVE,AUTOMATED_TEST|CODE_REVIEW,Active,,,compact_table
PRD-CON-003,PRD,CON,003,DOC-01,"Connectors MUST expose health state including last successful operation, consecutive failure count, last failure classification, and current backoff state.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CON-004,PRD,CON,004,DOC-01,"Connector failures MUST be classified at minimum as authentication, authorization, rate limit, transient, configuration, or data error, and retry behaviour MUST differ by class.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CON-005,PRD,CON,005,DOC-01,"Connectors MUST implement exponential backoff with jitter and a circuit breaker that suspends operation after sustained failure, and MUST notify the responsible party on suspension.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CON-006,PRD,CON,006,DOC-01,Connectors MUST respect the target system's rate limits and MUST support configured request budgets per connector instance.,MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CON-007,PRD,CON,007,DOC-01,Connector network egress MUST be constrained to explicitly configured destinations.,MUST_HAVE,AUTOMATED_TEST|PENETRATION_TEST,Active,,,compact_table
PRD-CON-008,PRD,CON,008,DOC-01,"Connectors MUST transmit only the minimum data necessary for their function, and outbound data content MUST be documented per connector.",MUST_HAVE,DOCUMENT_INSPECTION,Active,,,compact_table
PRD-CON-009,PRD,CON,009,DOC-01,"The platform MUST support vulnerability intelligence connectors with recorded data version, and MUST support offline provisioning of intelligence for deployments without egress.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CON-010,PRD,CON,010,DOC-01,The platform MUST support identity provider integration for authentication and for automated user lifecycle provisioning and deprovisioning.,MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CON-011,PRD,CON,011,DOC-01,"The platform MUST support outbound propagation of remediation obligations to an external work tracker, where the platform record remains authoritative and the external item is a reference.",SHOULD_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CON-012,PRD,CON,012,DOC-01,"Where an external reference exists, the platform MUST detect and surface divergence between its own record and the external item rather than silently reconciling it.",SHOULD_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CON-013,PRD,CON,013,DOC-01,"The platform MUST support outbound webhooks with signed payloads, delivery retry, and delivery status visibility.",SHOULD_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CON-014,PRD,CON,014,DOC-01,"Every connector MUST be individually disableable, and the platform MUST remain fully functional with all connectors disabled, degrading explicitly.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CON-015,PRD,CON,015,DOC-21,Every integration MUST be implemented as a connector conforming to the contract. Ad-hoc integration code MUST NOT exist outside it.,MUST_HAVE,AUTOMATED_TEST|ARCHITECTURE_REVIEW,Active,,,compact_table
PRD-CON-016,PRD,CON,016,DOC-21,Each connector MUST document the minimum permission set required on the target system.,MUST_HAVE,DOCUMENT_INSPECTION,Active,,,compact_table
PRD-CON-017,PRD,CON,017,DOC-21,"Connector configuration MUST be validated against its schema before activation, and an invalid configuration MUST be rejected with a specific diagnosis.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
PRD-CON-018,PRD,CON,018,DOC-21,"Connector versions MUST be independently deployable from tenant configuration, and a version upgrade MUST NOT require a tenant to reconfigure.",MUST_HAVE,AUTOMATED_TEST,Active,,,compact_table
